OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO44949,44949001,1,1898.09,3374.99,19/11/2017,25/11/2017,6,Jaime Raje,Saarbrücken,Saarland,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44950,44950001,1,2171.29,3578.27,19/11/2017,24/11/2017,5,Elijah Phillips,Coronado,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44951,44951001,1,2171.29,3578.27,19/11/2017,23/11/2017,4,Chloe Price,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44952,44952001,1,1898.09,3374.99,19/11/2017,27/11/2017,8,Anna Robinson,Santa Monica,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44953,44953001,1,2171.29,3578.27,19/11/2017,21/11/2017,2,Micah Cai,Bountiful,Utah,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44954,44954001,1,2171.29,3578.27,19/11/2017,21/11/2017,2,Ann Raman,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44955,44955001,1,413.15,699.1,19/11/2017,24/11/2017,5,Savannah Lopez,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44956,44956001,1,1898.09,3374.99,19/11/2017,26/11/2017,7,Alvin Hu,Seaford,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44957,44957001,1,2171.29,3578.27,20/11/2017,24/11/2017,4,Ryan Williams,Royal Oak,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44958,44958001,1,413.15,699.1,20/11/2017,23/11/2017,3,Dennis Zhao,London,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 58",Black,Road-650,699.1
SO44959,44959001,1,2171.29,3578.27,20/11/2017,23/11/2017,3,Isaiah Morris,Lakewood,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44960,44960001,1,2171.29,3578.27,20/11/2017,23/11/2017,3,Gabrielle Bell,Port Hammond,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44961,44961001,1,2171.29,3578.27,20/11/2017,28/11/2017,8,David Washington,La Jolla,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44962,44962001,1,2171.29,3578.27,20/11/2017,24/11/2017,4,Elizabeth Harris,Imperial Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44963,44963001,1,1912.15,3399.99,20/11/2017,25/11/2017,5,Noah Jai,Glendale,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44964,44964001,1,413.15,699.1,20/11/2017,23/11/2017,3,Sean Howard,Novato,California,United States,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO44965,44965001,1,413.15,699.1,20/11/2017,26/11/2017,6,Grace Cox,Torrance,California,United States,Bikes,Road Bikes,"Road-650 Black, 58",Black,Road-650,699.1
SO44966,44966001,1,2171.29,3578.27,20/11/2017,28/11/2017,8,Gregory She,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44967,44967001,1,2171.29,3578.27,21/11/2017,27/11/2017,6,Gilbert Becker,Oxford,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44968,44968001,1,413.15,699.1,21/11/2017,24/11/2017,3,Wayne Shan,Solingen,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44969,44969001,1,2171.29,3578.27,21/11/2017,28/11/2017,7,Joseph Miller,Cliffside,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44970,44970001,1,2171.29,3578.27,21/11/2017,26/11/2017,5,Naomi Alvarez,Bellingham,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44971,44971001,1,2171.29,3578.27,21/11/2017,24/11/2017,3,Angela Cox,Milwaukie,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44972,44972001,1,2171.29,3578.27,21/11/2017,27/11/2017,6,Jackson Perez,Marysville,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44973,44973001,1,2171.29,3578.27,21/11/2017,30/11/2017,9,Sharon Nara,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44974,44974001,1,2171.29,3578.27,22/11/2017,27/11/2017,5,Ronald Arthur,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44975,44975001,1,2171.29,3578.27,22/11/2017,26/11/2017,4,Xavier Brown,Olympia,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44976,44976001,1,2171.29,3578.27,22/11/2017,26/11/2017,4,Brandon Gonzales,Redmond,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44977,44977001,1,2171.29,3578.27,22/11/2017,27/11/2017,5,Jennifer Long,Colma,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44978,44978001,1,413.15,699.1,22/11/2017,28/11/2017,6,Russell Luo,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO44979,44979001,1,2171.29,3578.27,22/11/2017,29/11/2017,7,Robyn Rubio,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44980,44980001,1,2171.29,3578.27,22/11/2017,28/11/2017,6,Blake Griffin,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44981,44981001,1,2171.29,3578.27,22/11/2017,28/11/2017,6,Clarence Zhu,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44982,44982001,1,2171.29,3578.27,23/11/2017,27/11/2017,4,Brianna Cook,Daly City,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44983,44983001,1,2171.29,3578.27,23/11/2017,28/11/2017,5,Makayla Brooks,Oak Bay,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44984,44984001,1,2171.29,3578.27,23/11/2017,27/11/2017,4,Andres Luo,Burbank,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44985,44985001,1,2171.29,3578.27,23/11/2017,30/11/2017,7,Preston Mehta,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44986,44986001,1,413.15,699.1,23/11/2017,29/11/2017,6,Misty Sharma,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44987,44987001,1,2171.29,3578.27,24/11/2017,04/12/2017,10,Lawrence Alonso,Suresnes,Hauts de Seine,France,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44988,44988001,1,413.15,699.1,24/11/2017,01/12/2017,7,Byron Romero,Dunkerque,Nord,France,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO44989,44989001,1,2171.29,3578.27,24/11/2017,01/12/2017,7,Morgan Walker,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44990,44990001,1,413.15,699.1,24/11/2017,02/12/2017,8,Isaac Kelly,Grossmont,California,United States,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO44991,44991001,1,2171.29,3578.27,24/11/2017,01/12/2017,7,Jaclyn Chande,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44992,44992001,1,2171.29,3578.27,24/11/2017,04/12/2017,10,Toni Suri,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44993,44993001,1,1898.09,3374.99,24/11/2017,26/11/2017,2,Edward Miller,Rockhampton,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44994,44994001,1,2171.29,3578.27,25/11/2017,04/12/2017,9,Marissa Bennett,Mill Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44995,44995001,1,2171.29,3578.27,25/11/2017,03/12/2017,8,Samuel Gonzales,Colma,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44996,44996001,1,1898.09,3374.99,25/11/2017,05/12/2017,10,Hailey James,Edmonds,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44997,44997001,1,2171.29,3578.27,25/11/2017,02/12/2017,7,Brian Watson,Lynnwood,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44998,44998001,1,413.15,699.1,25/11/2017,03/12/2017,8,Dylan Garcia,Mill Valley,California,United States,Bikes,Road Bikes,"Road-650 Black, 48",Black,Road-650,699.1
SO44999,44999001,1,2171.29,3578.27,25/11/2017,01/12/2017,6,Devin Gonzalez,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45000,45000001,1,2171.29,3578.27,25/11/2017,29/11/2017,4,Gloria Alvarez,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45001,45001001,1,2171.29,3578.27,25/11/2017,28/11/2017,3,Wayne Xie,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45002,45002001,1,2171.29,3578.27,26/11/2017,30/11/2017,4,Phillip Mehta,Paderborn,Hamburg,Germany,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45003,45003001,1,2171.29,3578.27,26/11/2017,30/11/2017,4,Jocelyn Perry,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45004,45004001,1,2171.29,3578.27,26/11/2017,03/12/2017,7,Calvin Beck,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45005,45005001,1,2171.29,3578.27,26/11/2017,28/11/2017,2,Emma Rivera,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45006,45006001,1,2171.29,3578.27,27/11/2017,04/12/2017,7,Isaac Gray,Versailles,Yveline,France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45007,45007001,1,2171.29,3578.27,27/11/2017,06/12/2017,9,Joy Ruiz,Bottrop,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45008,45008001,1,2171.29,3578.27,27/11/2017,29/11/2017,2,Gilbert Xie,Billericay,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45009,45009001,1,413.15,699.1,27/11/2017,03/12/2017,6,Ruth Rana,Kiel,Saarland,Germany,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO45010,45010001,1,2171.29,3578.27,27/11/2017,02/12/2017,5,Isabella Howard,Port Orchard,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45011,45011001,1,2171.29,3578.27,27/11/2017,07/12/2017,10,Alexandra Barnes,Newton,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45012,45012001,1,413.15,699.1,27/11/2017,03/12/2017,6,Adam Perry,Walla Walla,Washington,United States,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO45013,45013001,1,2171.29,3578.27,27/11/2017,29/11/2017,2,Byron Gill,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45014,45014001,1,413.15,699.1,27/11/2017,30/11/2017,3,Levi Prasad,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO45015,45015001,1,1912.15,3399.99,27/11/2017,05/12/2017,8,Tyrone Serrano,Rockhampton,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO45016,45016001,1,2171.29,3578.27,28/11/2017,02/12/2017,4,Melvin Andersen,Berks,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45017,45017001,1,2171.29,3578.27,28/11/2017,05/12/2017,7,Jack Sharma,Woodburn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45018,45018001,1,2171.29,3578.27,28/11/2017,06/12/2017,8,Marcus Young,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45019,45019001,1,2171.29,3578.27,28/11/2017,02/12/2017,4,Claudia Zheng,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45020,45020001,1,2171.29,3578.27,28/11/2017,06/12/2017,8,Emmanuel Malhotra,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45021,45021001,1,1898.09,3374.99,28/11/2017,01/12/2017,3,Cynthia Malhotra,Coffs Harbour,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO45022,45022001,1,1898.09,3374.99,28/11/2017,04/12/2017,6,Jennifer Roberts,Hervey Bay,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45023,45023001,1,2171.29,3578.27,28/11/2017,02/12/2017,4,Frederick Rana,Duesseldorf,Hessen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45024,45024001,1,1912.15,3399.99,29/11/2017,01/12/2017,2,Jared Ward,Hamburg,Hamburg,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45025,45025001,1,2171.29,3578.27,29/11/2017,09/12/2017,10,Arianna Simmons,Lakewood,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45026,45026001,1,1912.15,3399.99,29/11/2017,05/12/2017,6,Jordyn Jenkins,Lynnwood,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45027,45027001,1,2171.29,3578.27,29/11/2017,04/12/2017,5,Jasmine West,Issaquah,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45028,45028001,1,2171.29,3578.27,29/11/2017,04/12/2017,5,Adriana Smith,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45029,45029001,1,2171.29,3578.27,29/11/2017,09/12/2017,10,Jerry Chande,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45030,45030001,1,1898.09,3374.99,29/11/2017,08/12/2017,9,Brett Mehta,Cloverdale,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO45031,45031001,1,2171.29,3578.27,30/11/2017,03/12/2017,3,Jerome Rubio,Cambridge,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45032,45032001,1,2171.29,3578.27,30/11/2017,07/12/2017,7,Meredith Sai,Kiel,Saarland,Germany,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45033,45033001,1,2171.29,3578.27,30/11/2017,05/12/2017,5,Eduardo Wood,Woodland Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45034,45034001,1,2171.29,3578.27,30/11/2017,10/12/2017,10,Amanda Alexander,Issaquah,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45035,45035001,1,2171.29,3578.27,30/11/2017,05/12/2017,5,Connor Parker,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45036,45036001,1,2171.29,3578.27,30/11/2017,08/12/2017,8,Cynthia Lopez,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45037,45037001,1,413.15,699.1,30/11/2017,04/12/2017,4,Seth Murphy,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-650 Black, 58",Black,Road-650,699.1
SO45078,45078001,1,2171.29,3578.27,01/12/2017,06/12/2017,5,Abby Sandberg,Versailles,Yveline,France,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45079,45079001,1,2171.29,3578.27,01/12/2017,06/12/2017,5,Kyle Washington,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45080,45080001,1,413.15,699.1,01/12/2017,07/12/2017,6,John Thomas,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-650 Black, 58",Black,Road-650,699.1
SO45081,45081001,1,413.15,699.1,01/12/2017,10/12/2017,9,Seth Lewis,Victoria,British Columbia,Canada,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO45082,45082001,1,1898.09,3374.99,01/12/2017,05/12/2017,4,Ross Sanz,Melton,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45083,45083001,1,2171.29,3578.27,02/12/2017,11/12/2017,9,Alejandro Chen,Bury,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45084,45084001,1,2171.29,3578.27,02/12/2017,11/12/2017,9,Grace Jenkins,Lakewood,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45085,45085001,1,2171.29,3578.27,02/12/2017,07/12/2017,5,Reginald Alvarez,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45086,45086001,1,2171.29,3578.27,02/12/2017,04/12/2017,2,Jacquelyn Diaz,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45087,45087001,1,1898.09,3374.99,03/12/2017,11/12/2017,8,Joseph Martin,York,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45088,45088001,1,1912.15,3399.99,03/12/2017,06/12/2017,3,Colin Nath,Newcastle upon Tyne,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO45089,45089001,1,1898.09,3374.99,03/12/2017,07/12/2017,4,Jenna Lopez,Woodland Hills,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO45090,45090001,1,2171.29,3578.27,03/12/2017,06/12/2017,3,Alexandra Adams,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45091,45091001,1,2171.29,3578.27,03/12/2017,08/12/2017,5,Jodi Chavez,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45092,45092001,1,2171.29,3578.27,03/12/2017,09/12/2017,6,Glenn Liu,Findon,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45093,45093001,1,2171.29,3578.27,03/12/2017,09/12/2017,6,Adrienne Gutierrez,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45094,45094001,1,2171.29,3578.27,03/12/2017,07/12/2017,4,Oscar Perry,N. Vancouver,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45095,45095001,1,1912.15,3399.99,04/12/2017,12/12/2017,8,George McDonald,Milton Keynes,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45096,45096001,1,2171.29,3578.27,04/12/2017,12/12/2017,8,Amanda Perez,Roubaix,Nord,France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45097,45097001,1,2171.29,3578.27,04/12/2017,07/12/2017,3,Caroline Long,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45098,45098001,1,2171.29,3578.27,04/12/2017,13/12/2017,9,Dawn Shen,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45099,45099001,1,2171.29,3578.27,04/12/2017,11/12/2017,7,Richard Parker,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45100,45100001,1,413.15,699.1,05/12/2017,08/12/2017,3,Eric Turner,Darmstadt,Hessen,Germany,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO45101,45101001,1,2171.29,3578.27,05/12/2017,09/12/2017,4,Adam Phillips,Royal Oak,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45102,45102001,1,2171.29,3578.27,05/12/2017,13/12/2017,8,Miguel Green,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45103,45103001,1,2171.29,3578.27,06/12/2017,13/12/2017,7,Richard Ward,Port Orchard,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45104,45104001,1,2171.29,3578.27,06/12/2017,11/12/2017,5,Ashley Smith,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45105,45105001,1,2171.29,3578.27,06/12/2017,12/12/2017,6,Luis Collins,Westminster,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45106,45106001,1,1898.09,3374.99,06/12/2017,08/12/2017,2,Taylor Moore,Newton,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO45107,45107001,1,2171.29,3578.27,06/12/2017,10/12/2017,4,Taylor Thomas,Spring Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45108,45108001,1,2171.29,3578.27,06/12/2017,13/12/2017,7,Courtney Turner,Metchosin,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45109,45109001,1,2171.29,3578.27,07/12/2017,14/12/2017,7,Brendan Xu,York,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45110,45110001,1,2171.29,3578.27,07/12/2017,11/12/2017,4,Ricardo Xie,St. Leonards,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45111,45111001,1,413.15,699.1,07/12/2017,12/12/2017,5,Latasha Gill,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO45112,45112001,1,413.15,699.1,07/12/2017,12/12/2017,5,Brianna Stewart,Warrington,England,United Kingdom,Bikes,Road Bikes,"Road-650 Red, 62",Red,Road-650,699.1
SO45113,45113001,1,2171.29,3578.27,08/12/2017,15/12/2017,7,Suzanne Wang,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45114,45114001,1,2171.29,3578.27,08/12/2017,15/12/2017,7,Ian Henderson,Edmonds,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45115,45115001,1,1898.09,3374.99,08/12/2017,10/12/2017,2,Isabella Wright,Lemon Grove,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO45116,45116001,1,2171.29,3578.27,08/12/2017,12/12/2017,4,Austin Sharma,Walla Walla,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45117,45117001,1,413.15,699.1,08/12/2017,18/12/2017,10,Anna Bryant,Milwaukie,Oregon,United States,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO45118,45118001,1,2171.29,3578.27,08/12/2017,10/12/2017,2,Jonathon Navarro,St. Leonards,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45119,45119001,1,2171.29,3578.27,08/12/2017,11/12/2017,3,Adam Hill,Hobart,Tasmania,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45120,45120001,1,1912.15,3399.99,08/12/2017,14/12/2017,6,Victoria Gonzales,Melton,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO45121,45121001,1,2171.29,3578.27,09/12/2017,17/12/2017,8,Victoria Bailey,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45122,45122001,1,2171.29,3578.27,09/12/2017,11/12/2017,2,Eric Young,El Cajon,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO45123,45123001,1,2171.29,3578.27,09/12/2017,14/12/2017,5,Morgan Howard,Cliffside,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45124,45124001,1,2171.29,3578.27,09/12/2017,18/12/2017,9,Denise Kapoor,Hobart,Tasmania,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45125,45125001,1,2171.29,3578.27,09/12/2017,16/12/2017,7,Micah Zhao,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO45126,45126001,1,2171.29,3578.27,10/12/2017,16/12/2017,6,Meredith Alvarez,Lille,Nord,France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO45127,45127001,1,2171.29,3578.27,10/12/2017,15/12/2017,5,Ian Edwards,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45128,45128001,1,2171.29,3578.27,10/12/2017,17/12/2017,7,Katrina Anand,Matraville,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO45129,45129001,1,1898.09,3374.99,10/12/2017,15/12/2017,5,Dawn Nath,Cloverdale,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO45130,45130001,1,2171.29,3578.27,11/12/2017,14/12/2017,3,Dalton Scott,Billericay,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO45131,45131001,1,1912.15,3399.99,11/12/2017,14/12/2017,3,Miguel Edwards,Beaverton,Oregon,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
